120000
34	5501
91	3604
13	7235
15	2672
21	9720
75	1285
83	9261
71	3113
45	9686
11	4585
4	1232
14	2722
9	1974
44	9270
49	1454
87	3941
18	566
32	455
96	9094
56	3908
30	6357
82	2470
27	2635
28	1337
91	4108
68	5637
90	7315
73	9071
60	9153
35	6344
84	8873
21	9827
16	8245
98	3019
1	7308
50	1746
57	7301
27	806
71	1819
65	9149
84	1513
9	438
96	3151
60	2210
83	4533
13	2576
62	3454
70	3083
74	9712
29	7125
41	3989
9	9406
62	8841
9	5266
90	6936
93	7395
79	4444
72	8000
26	96
62	4616
99	4975
29	5959
90	7023
73	4516
55	8677
65	2779
9	5371
92	5855
30	5545
26	8398
29	4517
71	2569
50	9153
93	4456
53	9850
11	1447
52	8288
30	3602
50	286
10	8978
47	1173
37	8797
64	2692
7	2441
66	8663
78	1972
5	2509
5	9583
97	7511
6	4181
27	128
85	8168
9	3427
62	1926
95	6094
10	5998
59	336
78	9049
43	1510
5	1120
96	7520
57	6863
8	9534
45	786
39	4895
40	2130
68	7393
13	8164
56	389
66	6463
52	2679
47	551
23	4091
19	780
49	5056
85	1961
69	2490
52	592
97	9996
92	3879
18	3568
23	1005
65	6983
66	5425
5	7155
81	6526
15	7649
46	5928
89	531
80	5308
61	9380
97	487
56	5092
52	9795
9	9848
92	2208
97	5664
77	5782
84	1819
66	1863
85	1449
42	6073
54	5994
75	2863
35	3939
87	1074
27	1303
34	6892
52	5024
39	320
44	3013
37	9228
64	2372
24	357
60	9333
78	4158
53	477
81	2940
12	9885
51	303
55	10037
60	393
69	1834
33	2647
67	8560
95	7328
80	401
66	1377
25	3453
80	1001
97	4533
19	2747
82	1187
29	9414
96	3728
38	4642
69	2528
13	4793
80	9787
84	9144
40	7393
96	9455
67	7636
67	3204
10	9618
62	1730
78	9613
47	2837
70	8510
10	6219
96	7225
44	582
18	6161
57	2344
25	2526
23	450
31	9892
19	190
25	2279
73	2239
68	2619
79	7143
52	8807
71	519
38	2987
48	1499
67	1144
26	8378
61	2465
5	5571
40	9460
28	6574
16	9836
33	6895
46	4913
65	487
74	2292
40	2548
42	3729
45	6460
25	7272
62	6973
35	7471
90	2959
85	5412
60	5533
34	7178
28	2879
99	2151
8	1382
93	5091
69	3902
23	5152
49	2665
42	3374
71	2610
93	6764
68	3674
3	4504
84	2901
95	2890
30	414
87	1543
97	2166
6	7947
7	3803
4	5187
61	8453
32	3323
9	3997
20	4117
97	3598
30	7610
82	7384
39	8016
9	1460
19	9265
12	5135
54	6675
60	2588
80	7208
93	1829
84	7147
59	212
39	5311
17	9689
12	1507
19	1294
39	2934
14	9158
91	3834
5	3170
7	1847
3	8197
56	526
82	8238
90	4831
27	6510
17	2471
34	6344
6	2368
70	6467
30	6780
77	9052
53	8308
68	633
72	6856
66	9712
29	4327
97	2950
91	3871
80	8561
25	5260
61	1368
52	631
98	8679
14	7956
61	1238
56	245
62	7069
18	8647
52	9495
71	5099
31	8213
79	8675
87	6123
28	1994
17	7576
96	8651
50	5980
11	2546
15	7071
67	5418
79	3716
43	6823
9	4158
10	4483
66	1870
48	5554
82	8976
73	7806
59	6723
5	7858
1	583
37	8473
44	9330
92	4149
90	4743
92	4575
9	9234
18	4455
99	6570
21	55
7	9501
31	993
53	321
49	8551
98	201
33	3401
88	8430
4	9643
87	4080
62	3888
82	7208
38	9064
35	6033
77	250
66	1249
67	7883
70	4273
28	7737
23	5344
64	478
87	1026
97	3481
83	3474
70	2481
24	7442
59	2452
93	5919
75	2696
36	9566
92	1275
82	102
86	4203
47	3489
10	5013
18	991
1	7847
3	205
54	7467
34	4988
39	3600
95	3471
94	2277
70	2239
93	3865
89	1936
4	9300
73	8695
41	3527
27	126
26	2301
9	5914
61	2418
20	8162
30	2404
39	6820
29	3718
37	4938
51	8615
10	413
7	3709
69	4256
25	1012
9	7166
10	4280
94	9140
93	5387
15	9946
69	4905
12	9769
23	1547
40	8266
83	3429
82	8786
84	1627
56	5968
53	4713
48	4288
40	174
6	4167
96	395
33	9939
6	9
4	8473
72	4499
48	5473
7	9373
29	7036
67	8016
63	9080
22	255
97	8705
86	2771
88	8997
8	5265
27	8261
28	7529
20	469
22	2545
88	1549
40	8569
92	8669
22	3995
42	8184
65	162
8	8224
58	9515
71	4074
90	2164
59	4373
57	5111
84	3660
52	9041
33	8764
78	8156
28	10017
59	1161
10	799
84	6444
65	9542
87	1806
39	3468
67	443
60	3269
63	977
19	5809
86	7408
36	10023
37	7240
45	8227
82	9381
30	5226
46	4410
59	2911
82	9498
28	10026
63	8597
79	8311
90	2719
94	264
27	2809
27	2382
71	2879
85	7416
72	2910
25	9780
11	1774
47	3872
33	1585
95	407
72	741
9	3225
44	6259
47	8233
42	6699
53	4483
31	3381
38	582
56	1413
85	5622
73	455
39	8121
13	4626
82	2768
74	4239
74	2466
85	675
33	1044
5	9766
56	2585
8	1387
58	2888
38	5511
4	2273
55	3051
33	8468
73	2654
52	2599
13	5487
82	4268
51	7540
45	7577
25	1549
71	934
41	2470
19	6969
45	4865
81	657
39	1375
72	2571
59	5214
74	1692
31	3231
24	3471
2	8307
41	6374
59	7895
55	676
64	7750
44	4823
70	1337
45	4703
85	2497
42	5752
43	4189
90	1666
27	4397
1	4584
24	7058
12	5840
48	59
99	4530
25	2568
48	1345
50	3519
16	8689
32	1610
40	2579
28	7022
3	9105
84	5452
1	7366
91	2981
51	1403
50	2715
70	8490
87	6686
46	4966
86	10056
65	178
1	3441
98	5851
86	9777
6	8401
48	6095
74	1764
16	7505
41	1451
56	2123
12	4331
36	4201
50	9215
29	7051
16	1552
13	6745
44	2417
5	1277
51	2108
19	208
43	3123
89	1779
19	5563
15	1269
48	56
96	7988
16	1491
24	9423
98	5323
57	2161
90	937
90	3327
20	4314
25	5301
81	2075
34	4251
47	2875
71	3523
39	73
78	9581
55	4884
60	6594
41	5380
78	101
63	5806
21	7329
99	3425
28	947
23	6865
94	6803
42	78
59	1233
11	1401
81	1118
87	214
28	9519
93	695
69	1637
17	9586
90	6038
81	855
49	1092
19	8454
56	9520
82	285
20	1487
31	3519
41	1526
27	3456
82	565
63	918
5	3343
87	3055
12	5687
14	666
68	5411
95	7991
36	5320
69	9612
28	2380
24	8263
78	1859
96	5348
53	6651
77	1208
5	3550
12	8398
71	8724
62	6844
53	1763
53	7961
43	210
39	2867
52	3308
22	7337
17	1337
68	6868
18	1150
32	8329
86	9070
52	4875
54	1131
29	3445
15	4083
39	6154
29	2735
1	722
69	6242
44	8854
36	1786
92	8105
22	4685
36	8217
61	6628
79	4039
56	9428
27	2380
9	1353
50	7827
42	6513
33	1522
44	843
73	6916
23	4624
41	2803
4	7739
43	6314
60	691
44	1169
99	8178
23	894
97	5146
82	2563
15	32
64	661
82	9390
61	5468
79	2843
29	4119
99	581
54	3642
36	5623
85	1332
73	2406
2	9132
99	7630
98	1666
70	8862
91	6042
95	3040
5	9377
87	1605
33	6854
85	1175
77	3187
20	9892
8	1112
91	4412
76	547
20	2855
21	9392
98	1526
87	7665
54	7222
27	5518
40	2351
51	1713
30	1393
57	1188
84	1916
72	2992
23	9875
22	2668
97	7690
18	4320
87	1848
7	8247
4	1990
19	4352
52	590
55	4797
13	489
33	7892
6	4297
39	5760
70	9597
14	9844
75	5833
13	9243
55	9292
62	5994
80	7070
65	1410
94	5082
66	7394
85	2066
42	2136
53	10029
21	3977
30	645
79	4502
12	2290
52	8573
60	6777
93	1182
35	4989
7	6928
28	7455
93	835
26	9189
50	7711
3	1141
51	2439
66	2516
39	1582
44	3411
76	3129
45	3947
81	3819
82	2964
75	4976
81	7940
95	683
78	5846
91	562
21	5131
42	3765
69	8742
40	6953
31	9745
52	2330
6	9376
28	8367
82	169
45	3100
72	5500
65	9397
10	2944
20	9715
4	2968
51	1071
75	6449
55	7865
76	6349
63	6234
2	995
77	7956
98	3803
26	1787
4	3932
30	5216
80	3868
66	9558
9	884
18	3244
97	1088
64	9390
58	5660
53	4031
35	6686
74	2726
99	4714
76	1280
27	8039
58	1305
63	456
73	674
78	8496
81	2560
37	8752
74	6909
74	5693
19	4326
10	5629
43	230
77	8083
24	2546
22	4641
55	5226
18	9435
11	6721
89	4717
58	968
61	6394
9	3540
26	3688
22	6265
72	941
97	1429
40	8392
84	9010
61	7928
56	1223
33	1415
72	5606
19	8862
69	6273
77	9259
13	565
45	83
40	986
77	408
39	4505
49	9073
85	2303
34	1476
78	1127
60	6541
17	8739
76	5532
27	903
99	5563
12	855
97	3043
14	6813
66	358
69	1232
69	2511
52	5708
88	1777
58	3589
47	1680
75	320
75	3500
44	3510
59	4859
71	2684
53	2302
15	4360
91	6144
85	7071
86	10038
85	9922
47	9476
31	6829
89	516
91	5612
6	3082
71	5874
27	3790
76	1277
66	2080
98	627
91	512
53	3541
72	9514
98	4149
86	1911
73	7451
28	9854
97	2267
81	6205
59	4942
11	111
10	4315
57	6407
45	8683
52	1623
53	4525
52	7817
97	6055
25	9784
67	9364
70	5350
15	2352
6	9583
19	1673
7	699
28	3092
33	3401
82	787
32	5563
84	4557
43	3698
23	4377
90	7642
14	5907
7	5531
58	1382
63	5235
88	3642
41	9308
6	6270
34	1566
65	5259
14	9271
26	2811
36	2245
20	2174
38	7591
48	1271
86	1397
68	2248
48	2715
81	1645
13	5699
71	852
68	9723
19	1565
56	7124
33	2881
70	3316
25	1188
79	5624
76	581
7	4433
9	664
43	9940
21	7408
47	1800
93	9911
87	6581
37	3023
94	3468
65	8708
83	5134
90	5212
87	3847
10	9296
90	1348
74	5944
91	1236
37	9399
82	9737
30	3328
78	3606
2	5950
79	8370
54	8408
98	562
1	4299
52	6006
95	9351
26	8353
58	3491
22	5043
33	1074
7	3694
9	4129
49	770
51	964
87	5159
55	5474
1	31
90	4373
29	1169
23	5344
15	1287
1	7243
14	1896
96	5582
48	1882
67	8094
38	5474
49	4587
10	8728
34	3250
87	2032
53	3813
86	2844
8	7398
8	9195
80	6967
52	9114
57	7577
56	9594
95	251
64	7784
90	2604
45	7228
29	3083
54	5884
30	1365
70	3344
39	2136
93	4801
67	8039
30	9666
68	1536
61	5697
10	7756
25	8303
74	5061
88	4279
9	7721
55	7183
66	544
91	2590
83	9537
93	6760
8	7167
1	672
28	1103
60	1148
26	9930
66	2859
5	2029
68	2563
98	3221
59	2147
30	7769
71	2648
26	7706
56	3011
37	4402
91	3392
96	5835
8	2008
42	5470
37	7892
45	5912
10	4439
83	3757
3	1223
80	5084
39	2242
56	5988
66	3841
18	5616
99	9785
31	3180
67	7363
91	7551
37	2803
60	1804
69	3421
57	382
56	4449
81	8082
20	914
77	2283
13	1900
85	7697
87	2932
1	3535
2	6207
98	9430
95	274
25	338
35	870
33	7215
38	8441
46	964
93	5954
35	1254
78	2674
98	3699
80	5133
17	1795
50	2131
82	3708
58	7105
75	198
26	5377
77	9665
64	2388
2	5351
96	1337
40	1551
31	7527
74	7140
15	7598
95	6525
74	8407
41	9454
43	2926
15	8088
89	7862
92	2039
77	3696
74	9014
15	2698
11	1850
70	7576
14	5420
97	9084
29	217
34	3481
68	8063
42	2192
51	770
28	2392
93	7536
38	7773
72	6050
40	472
90	2179
96	176
98	8789
56	1997
91	7759
50	3864
25	10012
14	3505
62	1263
52	8004
31	2374
38	1241
68	9668
67	1839
43	4349
78	8723
44	5631
41	9283
98	10027
24	5027
42	4540
59	9307
81	6854
2	5662
73	9090
98	8310
65	7446
78	8640
30	3574
63	1348
25	3795
29	8552
4	7126
99	7717
45	534
12	3496
81	9471
23	2536
21	5633
21	7022
41	50
96	3754
36	949
24	2726
20	5591
31	3192
31	4920
96	5066
81	8991
52	2036
65	2892
34	9921
73	7051
60	2990
56	8071
63	4802
52	1167
82	1659
20	7255
26	3788
21	7598
4	853
80	7481
61	4822
41	8808
92	4695
87	3166
76	360
27	6447
11	8086
3	1945
94	6367
42	1072
13	7527
91	1646
2	7589
72	4362
30	3315
82	339
73	7690
87	196
41	4340
32	1093
91	9319
98	5344
38	1049
69	173
50	926
91	5212
71	2571
22	9391
45	1945
49	6087
83	3279
45	1670
57	5186
77	6493
39	5424
21	6898
11	386
94	6677
24	1387
61	3420
41	9733
27	545
55	9719
80	4397
21	6312
81	526
60	7162
73	8962
5	3535
11	2315
48	8781
71	8846
34	4822
64	919
75	9853
83	165
45	4085
26	8278
92	4946
31	4823
65	593
43	9083
75	7087
69	3182
85	9312
36	4186
55	7989
94	4314
31	8203
4	6858
21	5182
34	5131
16	5433
8	1123
27	4968
35	2899
83	1871
53	7930
69	8795
32	145
35	3304
49	2281
65	3206
2	8196
47	6453
58	6262
10	4682
12	9689
78	4500
43	8614
26	615
53	2643
57	1944
82	8696
3	9070
56	2209
65	8641
91	6987
8	8306
1	3827
98	4573
21	614
13	4811
12	1552
28	1860
46	4658
81	3568
41	4516
39	1783
44	8549
55	3171
35	5212
57	8300
52	5832
33	101
95	6324
71	7609
27	104
24	7539
24	3183
33	327
80	6142
2	3581
49	1054
49	8041
98	4970
34	2546
57	7171
65	2839
67	497
14	1689
87	2584
27	959
64	2072
59	3115
35	7953
34	9899
54	8167
22	4622
30	5612
87	9221
56	689
66	1682
10	7884
17	1795
20	6937
43	179
73	713
93	3654
63	4937
54	1035
30	6752
41	817
23	8812
96	1407
28	9153
18	8333
72	4382
96	4212
74	1124
8	7815
38	9718
38	5225
50	3467
78	5654
3	4462
69	870
91	8708
39	2403
90	6269
3	6731
85	6318
80	8934
48	4534
96	9283
33	9484
8	8061
99	6092
36	391
6	2809
53	751
8	2156
85	4210
96	269
82	4223
9	1210
39	4929
45	8001
86	3262
32	2609
60	9857
60	5159
59	8869
27	5986
97	8594
34	4490
67	5657
52	2207
5	8053
22	8890
1	3027
70	5982
28	6425
42	7367
19	9436
22	5621
97	7269
32	9268
75	2164
91	2605
5	9657
15	3262
38	8827
55	4352
51	5206
39	6975
91	671
22	9687
10	1812
11	3831
32	9312
60	3460
47	9140
19	9568
40	1808
9	4203
60	3249
34	3298
56	9062
81	1304
73	199
17	305
27	7493
53	1927
50	6571
81	8986
52	234
36	1464
65	3364
84	3025
12	6379
44	9643
88	9587
70	649
84	6910
47	2922
39	3167
20	9607
49	110
2	3095
35	5956
82	7806
78	4256
85	5280
31	2418
97	8399
20	9068
8	169
38	4501
99	7811
58	299
9	344
37	2623
13	3656
73	6685
51	1219
73	9236
38	7443
81	2510
93	3138
46	8958
18	2681
64	3208
58	1274
79	3368
94	8189
82	1964
75	7589
81	796
55	1606
86	2862
33	5118
94	9292
70	8826
3	1809
88	9010
34	2018
3	6115
17	6650
96	4420
2	6674
24	5472
37	4595
2	8389
5	3529
4	555
48	6129
25	8380
53	7288
95	200
57	1111
50	2420
39	9010
8	4121
24	2155
78	564
18	3583
55	7227
68	5784
85	9849
63	2571
10	2645
86	1548
52	2910
19	5525
32	5189
31	8051
1	2999
28	1063
85	9735
2	6896
2	2462
64	2311
53	4398
4	1912
76	6896
36	224
26	6269
6	6806
86	624
89	123
87	757
80	6345
13	3257
90	4911
82	9469
37	1158
9	4153
96	1047
76	2876
33	5433
67	2094
23	8434
97	6360
79	6389
47	4522
84	5183
74	8855
38	4027
1	1151
36	6343
46	9250
92	8672
93	9589
93	97
83	4901
24	7582
2	8995
43	9021
70	2405
54	1671
98	2375
41	3280
96	9243
3	8498
33	7619
97	4286
19	1449
98	1618
96	5406
55	5278
28	9153
13	9939
66	5920
41	290
84	5096
49	105
53	7205
21	3568
56	5158
49	81
20	6278
31	3754
39	3182
60	4121
99	4075
6	686
61	9264
8	8697
96	9210
83	1690
76	9672
52	9816
71	747
8	6154
55	2023
22	741
20	6489
11	5663
44	5148
51	9477
39	759
86	7092
30	6704
93	1996
74	951
55	3516
83	2387
26	7382
58	1779
6	3879
88	8832
40	2893
38	392
34	82
66	4588
23	6575
93	922
65	386
81	765
22	589
28	3340
67	7309
34	6907
4	8557
66	7593
43	1710
49	3694
90	7923
27	7374
23	9727
36	3391
91	6337
87	813
31	6106
55	6879
18	4804
33	1450
49	9920
59	776
92	6575
96	5495
69	4483
26	2435
36	40
86	869
18	1222
78	4555
48	4005
96	1461
90	9755
90	4456
77	7684
13	3038
56	7651
83	5017
68	1749
95	5566
53	9151
9	3388
9	8359
60	8586
84	2239
20	8298
60	2600
40	4873
78	3132
22	4588
70	1253
36	4373
60	2211
28	8167
79	2171
56	6305
88	2744
80	8035
13	971
43	6851
6	1196
78	3374
60	9552
85	599
47	2039
83	747
37	646
19	1634
58	6357
13	2640
50	7581
20	3551
90	1442
21	8470
27	1656
73	1998
92	824
74	5660
54	9771
46	3438
72	559
4	9584
90	176
26	6751
69	9427
53	2733
70	2525
73	1560
94	2567
9	3630
97	6131
40	1349
70	1532
20	4903
24	5550
82	4133
51	8087
9	4691
15	4005
66	8892
34	3403
63	784
7	4270
51	4398
60	3320
17	9768
46	1764
73	4225
93	2408
27	168
18	1122
3	3142
3	6234
21	1343
66	1402
95	5540
15	6946
50	2280
96	2324
35	1980
64	5880
18	4049
64	6464
57	839
34	3286
3	6762
60	870
62	9735
68	9451
60	6896
73	5853
19	9731
94	9763
23	854
47	7541
52	4228
13	4979
80	181
17	2458
16	7144
85	3646
54	2175
45	922
62	7257
12	2840
43	2283
36	1191
87	2137
79	6773
82	9446
38	4186
77	2149
27	9353
69	1959
38	2415
24	900
67	5316
80	139
39	4983
49	3203
15	5711
83	2313
27	424
98	4117
98	2545
32	5453
25	943
32	8456
54	5821
46	5978
39	654
5	9160
17	4134
81	6470
80	6908
21	2316
87	991
91	1882
87	9473
95	1802
99	1418
66	340
29	8435
86	2784
62	7783
68	9120
96	3531
22	8108
94	4314
54	7893
78	9527
18	4978
58	4153
74	4123
35	5907
70	2408
56	2623
80	4491
48	7433
54	6171
38	1380
94	1849
63	2893
94	7785
83	6258
89	5979
17	3151
29	1588
75	310
38	6924
58	5076
61	3261
60	5459
66	4834
51	557
99	1141
95	2202
76	1067
63	9959
82	5374
88	6173
76	1312
48	1203
90	956
14	7026
81	1941
16	6638
53	4466
28	74
9	275
76	667
31	9926
67	1054
62	1296
91	459
92	1132
34	1113
3	5489
1	3122
85	1808
64	1507
3	5288
38	698
77	9006
95	8932
94	3597
35	5139
3	7936
10	2749
98	5196
14	173
82	6304
70	4914
50	7819
69	1653
43	5844
47	6079
97	4481
28	3474
14	5314
24	8539
5	4606
12	3394
20	6032
97	479
30	7215
72	2661
54	9478
66	6623
99	990
25	992
40	412
97	4403
57	1189
63	9832
88	7767
91	780
18	1840
62	7767
33	7853
32	7986
96	4174
76	2925
54	9347
14	9200
26	4136
9	344
98	8406
75	3661
69	8488
87	8079
72	7584
3	2457
10	8194
15	2239
37	9915
31	6086
34	3307
9	780
81	5694
26	1212
6	1438
35	1731
89	9865
62	2277
22	9442
21	4973
85	4701
81	2012
51	432
66	3030
75	1611
39	8046
76	9862
24	9156
78	8310
39	3149
8	7787
86	9015
30	3344
64	6858
93	2780
56	1116
93	8965
75	8339
12	2643
90	4518
41	7789
21	940
55	6832
48	7092
34	9864
12	5473
1	55
23	5041
84	373
4	2183
67	4359
53	2487
12	5770
52	8904
58	1815
28	1949
69	6365
62	1295
96	7790
82	9412
83	6002
22	5326
47	9960
73	1501
63	2197
30	5351
16	4003
47	7113
96	6452
2	7657
51	458
95	9321
44	5074
70	9875
28	4157
94	10013
14	393
71	8030
10	4397
37	8764
25	8672
11	367
14	3522
44	4865
59	9100
38	6929
53	2193
79	6543
98	263
78	5201
67	2493
28	174
52	1670
82	9851
46	844
86	2208
71	9764
39	788
31	1070
24	1299
49	606
92	7121
18	1448
38	3969
9	758
36	2893
35	2644
96	8852
77	2026
1	3639
10	7387
67	7065
58	8026
27	1015
34	1247
35	1142
71	550
23	5127
2	5806
2	2100
1	3126
18	796
46	9500
85	9218
14	8224
93	5284
56	4396
95	706
80	1849
8	1056
86	730
98	968
70	1287
6	3640
53	8219
73	614
44	4819
20	2160
11	8661
55	2123
30	5640
49	3893
30	1149
60	452
83	2305
40	7506
48	5213
11	5606
41	8051
43	8974
19	1728
27	6273
61	535
58	1282
40	7907
32	3025
47	2237
77	5649
79	906
22	5667
61	6118
2	5035
77	4366
36	6687
26	6188
53	8385
43	5042
10	3612
15	6149
74	639
38	6801
21	4771
28	8848
13	9085
46	8604
12	3095
50	7346
93	2427
27	6769
12	2826
12	4893
82	279
67	6960
39	4451
19	4982
29	9288
9	8681
92	4908
83	6521
8	6839
68	1461
34	6860
39	1140
38	711
49	6055
47	314
34	5169
94	1235
29	7188
5	5119
31	264
5	7433
51	6199
94	5408
74	7189
39	5169
84	4641
63	5696
57	9983
78	759
91	6562
26	9860
75	6336
76	1649
63	381
67	4087
58	1947
9	7919
61	1018
43	5812
5	7455
7	8512
27	3587
49	2954
88	1917
82	4097
98	4613
96	9844
63	6024
38	194
2	9034
61	9680
53	6150
65	5706
32	4117
26	3146
26	7975
28	2543
24	2083
11	9460
54	7751
36	622
12	5741
88	2969
75	3775
11	2126
71	6326
93	7900
17	5715
25	8303
54	3017
7	8948
38	913
45	3789
5	1236
38	3520
32	4050
51	5846
70	9455
97	9609
31	5646
46	8207
98	8715
41	9160
94	3691
59	7328
15	7022
17	9465
87	9715
24	9826
90	6021
97	7956
40	152
57	7194
11	2285
91	4653
2	2370
19	50
7	6439
51	3247
80	2840
58	5143
97	6642
61	8328
66	506
47	2133
5	7467
22	99
46	8177
10	2071
63	6629
13	372
6	7462
27	3280
13	4776
47	8204
16	1773
38	5260
82	9507
17	6444
15	2390
25	4744
62	9176
19	5059
63	3122
82	192
57	7541
71	1172
2	5514
87	4465
32	5153
21	8480
87	4841
35	2237
48	7223
32	4098
19	1812
84	3998
79	701
67	2358
53	2765
75	3624
19	8415
54	3989
3	5698
41	8255
80	5548
38	8771
28	6013
9	8807
69	7840
27	9827
13	8971
79	8689
66	3772
19	8802
22	7760
6	5672
72	1959
17	7892
65	1133
50	644
64	8579
36	5520
22	5303
36	4385
17	3958
94	3139
75	1505
80	1613
31	1029
95	8970
27	7180
14	6322
37	5328
86	3896
92	3781
99	8473
91	7977
22	8182
94	2631
22	3699
59	2152
98	1793
36	2406
83	3750
78	5496
91	6123
67	105
64	876
29	9654
64	5635
35	5088
93	5063
65	6486
75	5387
21	8808
89	5487
60	679
75	2828
67	2299
7	5333
12	5274
74	9503
92	5627
41	5578
61	2414
21	8884
91	8507
59	6575
87	1799
52	2952
25	6847
84	9237
82	8906
31	3424
90	5467
86	6857
27	3605
81	4660
96	4021
52	6224
45	2969
3	6800
6	5408
49	5760
53	5084
73	7135
71	3409
74	144
86	848
47	2711
73	767
84	7680
22	5420
24	2729
23	40
25	5613
88	2856
24	9918
68	7767
34	3539
57	6923
38	5841
80	5175
48	5420
26	2501
75	7096
32	8237
84	2965
88	9522
83	1452
60	2581
9	1531
93	1556
70	615
18	8149
6	4649
89	4243
13	1787
11	8928
19	5023
54	8199
39	7600
26	2490
89	1587
16	862
13	8317
44	4723
78	1740
63	6166
5	1324
40	1322
81	9437
40	5853
37	602
74	10070
18	7183
21	6731
32	8355
65	9223
25	599
90	9637
40	1464
56	5386
28	283
96	330
55	9479
66	5706
96	1764
91	7303
23	4127
25	3613
2	2154
73	9161
24	6940
4	1274
42	1071
95	9222
62	7807
27	8940
71	2644
84	1162
29	3968
74	9831
12	2177
26	2962
53	7317
66	616
46	7490
52	7165
51	9478
45	2967
7	7583
10	2406
47	4505
34	9968
48	9425
21	634
96	6985
91	2341
7	1388
22	4037
85	9642
49	4617
51	2669
98	1930
28	1077
38	2799
14	7661
13	1389
39	667
98	1362
18	773
94	7356
8	9409
89	7422
85	9265
54	3521
46	5180
70	2233
37	2775
52	1865
35	1649
77	648
75	5308
74	4615
50	8313
92	8699
62	5112
90	3219
80	2860
87	7678
71	6522
96	851
34	2822
71	2759
46	6705
44	1044
27	1156
8	3440
29	5380
68	5181
64	5770
31	2226
83	3410
91	7929
7	5744
54	191
12	6813
15	1805
22	1508
45	1138
44	1537
5	862
33	7043
17	6809
30	1302
61	10059
40	7053
79	9011
10	1524
76	9233
46	8903
98	548
75	6010
78	4548
50	2119
28	2424
16	5394
63	2127
48	3059
43	6206
59	7352
17	9796
8	5353
49	7531
87	2809
21	2395
37	169
83	9692
51	2328
47	5953
36	5588
5	9985
71	310
43	3488
44	1405
69	2726
18	1519
96	2656
65	1335
96	7741
84	2243
97	9322
81	5042
15	6007
53	8095
83	4205
65	2121
6	4530
39	6302
65	1409
64	7927
27	245
27	3036
59	184
86	2849
27	2081
91	614
77	2435
61	677
47	9157
14	3717
41	4703
96	7509
9	7855
72	4728
50	1371
22	6817
90	2945
34	9219
57	763
17	5226
91	726
25	9556
27	1968
24	4571
80	3082
90	9149
76	6826
61	1083
40	6329
44	462
11	2627
4	8777
85	3027
6	8426
47	7334
71	3167
87	4540
16	1945
10	1833
93	8932
62	2908
59	3922
37	8863
60	823
70	7403
51	4089
61	6515
65	4655
85	5773
29	2928
72	6604
40	6662
62	1931
24	1509
84	7918
63	3054
88	6737
22	7217
71	8617
68	922
18	8540
11	2575
7	4976
40	9718
4	6370
16	309
82	4403
82	5176
7	2384
26	5785
10	9497
98	8467
97	7044
97	951
23	37
34	8486
49	7513
61	1360
56	642
27	4135
7	8621
98	7701
18	5768
30	5252
59	7294
23	589
41	1088
36	3785
80	3028
32	8768
34	6584
72	2664
