98
9553	6641	498	8346	5779	7926	6827	7169	2349	6829	6060	3514	3088	7717	3937	5278	6998	863	3926	103	518	9387	6331	5188	3128	5088	3892	3807	3165	3992	1476	466	6582	2119	4416	701	4505	2904	5863	6762	9465	1856	195	4666	6823	7662	9591	81	8233	3410	3831	8877	3286	3216	2781	5872	8272	5299	5117	1329	5936	455	2248	8605	5223	4308	8578	7164	7279	1974	1403	2701	548	6545	2779	2927	6863	1921	2794	2307	3002	7817	7449	4909	4317	3393	8680	8811	6799	4392	2633	9451	2997	5745	1734	2474	2336	62	
8146	2984	4870	1654	2106	2867	1171	8533	2537	7551	6143	3223	3196	7325	581	4028	4072	7791	8186	8882	6634	2835	4343	6021	5897	2341	3158	7064	6311	8699	8084	1453	842	2535	2821	4265	6533	8132	1495	3378	9363	1930	4299	1432	6813	2288	7179	5282	3278	3745	1764	38	7633	2079	2628	9241	5219	600	2172	1555	4037	1662	2666	367	5503	3246	1211	9579	9463	8449	5435	4968	2432	5941	84	2695	4572	4959	7428	3736	7864	5413	2141	8362	1818	8775	3457	2888	5030	9110	6178	6360	3660	7293	8655	8469	4454	5152	
1750	9345	5747	6953	3058	3661	5014	3588	8717	833	6245	266	5565	4275	375	126	1804	2110	7079	1431	1936	4446	8299	3519	8663	6665	5684	1888	9453	5172	5168	756	8048	617	6108	1697	1681	7119	6125	9310	4320	8685	6412	414	2435	3104	2407	788	6503	6669	7772	6497	7771	2393	2882	8868	1163	4741	3124	2559	2095	7014	5783	3386	7296	599	1376	5763	5749	1464	6138	3332	5687	7529	4801	2999	1312	6043	8513	3510	3828	2086	2954	4337	4803	279	5758	6671	339	7361	4633	8674	2981	3860	1088	686	2853	2912	
2734	3574	8279	7383	2859	7082	5385	8223	2025	3291	1266	1828	3710	7059	2459	5433	2125	534	9290	2000	4173	3484	532	1052	6875	3712	5927	3423	1843	3253	5143	503	7744	6981	828	5366	9467	2622	1578	1449	4890	7838	1463	2723	6509	7740	7867	3426	2206	8224	6928	6567	9439	77	4593	9058	8539	6221	1881	2279	7264	8030	1709	3006	8638	7799	1144	7114	9424	5442	8656	3392	6556	9203	9261	9009	1543	8293	524	9016	6155	2029	13	4556	1273	2721	1988	7816	2397	7947	421	7584	2670	2452	4139	4358	9600	4185	
2131	5139	8119	3754	5069	3522	7379	2395	4125	2011	8345	679	5450	1910	7998	3019	2188	3440	6667	9158	8749	993	5529	4363	8586	2735	942	6046	4586	3636	3062	1119	8755	4101	8887	4949	6287	16	6873	2693	2289	7093	8901	6252	6264	7029	710	3262	3706	298	6578	9185	274	978	6676	8633	8672	6743	8937	7522	7444	168	3619	2343	7404	3113	1125	3865	1297	2994	6580	2440	8965	5384	892	6465	1994	5705	8080	2702	9352	9092	845	429	1068	3689	2869	5295	3741	2051	8409	7165	4184	1957	2184	3462	1899	3582	
73	3580	5518	2241	6024	3763	4678	2161	669	2763	8551	9043	5398	2964	5715	813	3316	2437	7517	6606	2604	2868	8736	9404	3125	8305	8953	458	9137	53	6786	603	7872	9523	4895	7403	7033	8836	2659	3761	8556	3533	5903	5120	3304	5369	8122	9511	4619	8567	166	291	577	5319	2956	2581	9512	8074	2746	8802	7524	1665	6575	290	2534	3074	2938	7642	2966	1064	170	8950	3329	340	719	7750	5309	2322	5263	4983	3083	7665	4396	1533	8234	4470	7973	8386	5736	9403	6081	3098	2887	9284	7659	6041	1945	8268	
5645	782	7943	7205	956	1300	6624	3439	834	1320	6349	2996	1802	5729	1063	3714	2646	350	1474	494	3064	9405	8943	78	2053	3771	6557	2318	3516	5016	4191	4996	3837	3528	3455	9297	3751	5216	2683	6849	3843	2072	8862	7588	631	8382	4024	4847	9212	1508	3087	6142	9011	9029	6906	6262	128	967	7024	332	7781	1331	6179	3040	7189	9236	9303	7494	50	1656	8422	6511	1465	1939	9515	7126	2039	8815	6755	1363	3071	5257	4465	5484	4742	848	5742	9476	2531	4981	1841	2304	8327	3354	4717	3525	8686	6871	
726	4860	8563	2858	6784	6513	2733	1353	4	1748	2685	6723	6471	1846	3944	5426	2988	565	3001	484	2448	5462	1962	3508	961	6590	4564	6991	6211	148	4592	7557	2536	193	5050	8208	3996	2540	1475	6999	5091	7538	2577	8391	6986	9581	505	4318	1833	1035	6408	3011	1587	6203	1027	3823	4534	4198	4068	6414	3521	1855	3758	7306	3827	3782	6280	374	3407	7959	4010	3143	5301	5343	9489	1470	8555	7542	4982	9419	550	3394	342	787	663	8420	7885	5463	6388	7896	4362	1272	760	405	1259	4284	5983	519	
8343	8624	6518	6627	3501	1434	1537	7266	3183	6767	129	2149	5423	1241	4427	4216	2498	908	6836	4940	5002	2764	2175	6876	7825	8041	7196	6500	4331	3854	3030	9337	1756	1943	727	574	3185	7621	214	2173	7144	4257	5237	1177	529	8733	5522	8368	6844	1676	2790	6131	8683	1563	3947	4294	3499	8399	7987	3116	7140	17	580	4617	6965	5743	7303	5371	3052	6275	6760	3986	5658	9373	1632	2486	331	6862	2675	3353	3589	5059	2132	4302	8453	137	6579	625	4254	5858	4466	6391	3940	4397	699	6733	5386	243	
6993	6212	4862	6717	96	1410	5839	6445	149	7318	2636	2114	2689	4103	9498	174	2058	7560	5845	928	302	1554	3268	4332	3938	300	2496	3122	6477	9112	5977	2396	6860	7897	5809	4513	3237	2663	5938	6845	3767	4511	7983	7554	85	1503	1948	5993	2857	378	5328	1121	9569	3281	1849	1065	4138	8047	5410	6161	1793	5591	2957	2483	1870	4886	5952	3806	8401	2983	8219	3627	5239	5909	2511	4510	2450	5995	7497	3037	4106	3722	2682	7686	5623	6960	4779	9562	5672	1456	1603	7348	1225	3776	9200	8725	5440	954	
4115	8014	3446	7089	1034	258	8502	6895	4540	8471	3592	5805	1762	1318	8818	9431	7762	2593	7002	6772	1675	4347	136	804	2829	5573	1133	1594	289	4791	1721	4625	4822	5856	9385	5797	3000	3022	3886	7067	4319	1504	3671	3679	5391	4661	758	6433	1404	5562	1093	1729	363	575	1547	6537	312	7297	430	2467	5008	7472	7773	7375	1076	3567	1535	5690	6995	478	3020	6883	7263	3340	2976	1252	3704	3009	8270	3781	3302	2830	8408	5578	9259	5921	9123	8892	7587	1483	4097	5511	5026	5878	1284	5496	6474	8922	
9126	1342	206	5905	3624	1510	1898	1085	7539	445	8002	2488	9101	5123	5039	9239	9384	1443	5300	2550	3137	5827	2144	8927	2371	5943	7236	2828	3275	6323	4107	1319	6209	6353	7070	7050	8824	6231	283	4181	3273	8841	5297	1774	605	1257	1820	1567	3361	7374	1402	44	3553	8298	4672	8249	2342	3173	415	1271	1526	7622	9427	2472	1074	8722	938	6848	7722	1882	1197	1878	2998	3798	3352	5211	9283	3319	6696	4253	41	1953	7879	3171	9097	964	334	6214	4133	4040	751	703	6100	642	933	1540	7501	6182	
135	5959	5222	3768	5236	9252	3090	8212	268	593	974	8384	5113	3274	4116	612	7636	8352	3495	4902	1226	7096	7044	7764	9298	9372	5962	200	9265	762	8156	4429	1621	3800	2664	5603	9170	4636	1960	5271	4610	1904	6137	6400	7424	9551	4854	3311	3914	6725	1720	1631	907	5737	5516	6996	7356	7400	7911	6645	3313	1492	4911	8601	8125	3877	3267	7060	5975	1666	7492	6516	5776	5406	5563	1625	8318	4239	604	8431	5455	7162	7922	7953	7206	8034	4137	102	9278	8534	9159	4655	7723	5199	6229	9205	28	5653	
3464	437	4390	6826	8596	8385	6771	1683	5815	2123	9153	6963	8771	3111	2806	2772	292	673	3527	2908	1950	7514	4906	6413	946	3055	1737	6508	981	2690	6330	7711	2650	656	7259	2732	7710	4002	5981	7392	6498	3604	7470	7741	475	4866	5818	2558	54	1832	2471	1089	5349	2879	1636	6894	7268	2813	1011	859	559	662	2316	7975	2818	393	227	259	2552	6463	2862	2213	5915	7450	5483	1527	3383	3667	1971	7831	2362	7581	3142	2346	6795	6748	6257	2462	5912	491	1366	6031	3191	2877	2726	1647	7544	4060	
5134	6752	7672	1783	5243	6640	8198	2548	4558	4883	1286	562	6699	6240	6268	9132	75	4096	9134	2745	4130	4855	273	929	2586	8377	5652	7797	9353	5229	1995	6764	1522	3003	4809	687	7085	4435	8654	7904	7893	4958	8507	1577	8165	1914	4913	8793	1907	146	905	1490	3059	5213	3385	4080	2580	7105	2240	2768	7182	7735	8306	1799	4042	5711	3557	5939	1606	2287	987	6550	7967	4775	7988	8197	9539	6341	2710	3643	4994	2423	3630	4121	4920	7695	4538	7248	4812	4029	759	1592	7463	9148	5103	8713	3531	3324	
8650	6230	4496	8307	2546	7342	7777	5285	236	5613	2014	9077	1478	7855	2621	6727	5331	7185	3193	6421	5191	1857	5028	1152	2008	666	6075	3869	7569	9318	419	7159	6805	5567	9409	3043	134	150	1151	4233	1701	9218	3920	1776	8613	3691	5499	560	4154	6603	5621	4952	8064	4845	8564	1747	1022	228	853	3470	282	6394	8006	2082	582	6018	3555	8860	3803	998	198	422	6052	2507	7620	6436	306	1413	1219	767	5891	8983	2674	5923	9556	5828	1593	4425	7378	4016	871	3962	2676	1576	1726	3779	3085	732	
2704	8437	3855	5997	812	8844	4582	8078	2478	5383	5204	2181	9426	6941	7416	2300	362	5844	5377	6005	2880	9540	1020	1095	665	5365	4626	6505	2632	3866	8799	1137	4008	9455	1532	3915	6680	7726	4517	7317	5489	3600	1718	8880	3878	1778	7540	1124	1707	1808	922	6642	1787	9319	5718	8356	2334	9045	3070	7152	3504	3721	1169	8103	6566	399	2282	4652	5182	5381	6438	2851	5153	8702	186	420	8505	3978	3680	2935	934	2629	4013	7380	3769	366	709	8150	4514	2505	975	770	7585	9395	3576	9332	7465	8022	
8971	7880	2562	2624	2107	492	2253	4715	3467	7390	8141	9585	3669	1600	6149	9491	8552	3235	2290	8424	140	5695	5338	2563	8059	778	192	1674	8087	769	4333	109	2788	6188	4312	3364	3956	887	3954	6097	6256	6459	3482	1792	9142	1306	6769	1441	7657	6113	3133	4764	2660	4354	3249	8597	2754	811	568	4526	4781	1029	7460	753	4345	7919	2613	2059	1302	8169	4341	6693	744	7160	5018	9099	5363	7531	6959	6057	8302	4523	2885	8188	6728	14	6460	2627	3208	3411	3559	9349	6185	3590	3192	2816	2525	3738	
387	6285	8577	5040	1610	2820	1605	3154	4516	5438	2372	547	2493	3498	230	6454	4178	7563	3258	1351	636	3117	2920	7751	6127	7245	6068	4301	6887	5415	4334	2402	1827	7568	8840	5429	9129	4553	5755	7681	9105	2194	7946	872	6884	3723	2326	9271	2242	1624	7696	5148	4050	4162	476	3969	4326	4217	1078	6563	5270	5226	7701	6857	6822	4105	2959	48	7503	2892	4054	5595	1046	4780	4255	1387	1422	1773	1695	468	717	5782	7619	1230	5080	1723	1396	2311	3500	9564	4824	6379	1758	4976	4153	3294	7839	7019	
408	8126	2204	2897	233	4295	7436	7901	2299	1738	4648	2494	7668	899	5345	4706	3980	371	5843	7007	2743	7143	4199	808	2995	1416	8631	3786	8913	4536	316	153	3365	742	3833	1147	4208	5853	2967	8670	6666	4000	7199	4099	1242	7958	477	175	6673	3817	4357	3983	5830	3777	849	4118	4393	55	451	8839	7023	6543	1736	5121	7235	2635	7890	7982	1309	7718	9568	1103	6035	8688	4676	5220	6456	8328	1517	7401	4872	6609	8806	5902	1447	2643	330	5065	6526	1838	92	6364	8928	3201	6314	733	3621	2211	
1308	2679	3399	5639	1067	856	6936	607	3935	9135	5001	3126	4084	2919	9367	2021	8269	7439	5866	8108	6908	6106	9012	7141	6613	2969	868	7739	8929	2164	2457	6300	6239	6472	5034	6027	4587	6382	1588	9560	8581	3904	9350	8646	619	244	6961	897	4632	2576	4910	5824	1357	8262	3506	2006	4376	4891	2925	8450	6934	4144	3805	5545	7870	6625	9457	8497	840	5072	8118	9327	5332	7758	3550	5273	8	5972	8375	8001	9177	6366	823	8600	2697	5127	6132	9502	2801	2601	3971	3988	9522	8124	3160	8297	2239	5133	
4709	3279	9477	8264	1210	6409	5664	2266	8932	5523	9328	4051	3918	5400	424	6940	5351	6879	2473	4231	1173	854	3178	982	622	7239	3067	509	4955	8210	7462	8610	4934	3234	6195	2308	7968	3748	5507	7005	8183	2863	8464	7203	587	6124	7786	7721	8286	7537	6994	7790	8944	5187	486	1291	4933	7287	1032	1664	2233	5344	7477	2924	4563	4017	4367	3678	1596	6722	416	8028	9473	9066	7134	514	9039	4471	9121	6242	2136	7500	6861	1937	1356	1523	2928	7833	992	7931	668	9280	1582	88	1047	516	6196	6589	
6745	8241	6253	1348	545	4087	7944	8678	1842	4348	2509	724	6560	5325	1425	4662	5581	86	5081	6626	5999	4930	4228	7198	1323	2870	6675	2118	6512	822	7285	5550	7653	647	8032	2795	8315	4817	3073	2198	2365	4282	3835	8089	1947	1752	407	1208	2378	7857	1044	5950	142	7851	242	5493	2260	6154	1892	7985	2060	8626	8669	8263	3092	7395	5625	2616	9247	303	2075	5575	3889	2265	8242	3180	281	3546	6899	4473	9472	5107	2027	6423	2357	614	5115	9587	8308	470	7835	641	779	1328	1254	9392	3742	7877	
1036	1383	3932	4375	2104	8400	3024	8489	7930	7579	5651	696	3108	3882	5802	1110	4482	6025	7646	3616	1989	860	9237	2503	219	3157	6598	5826	7660	7149	6121	1877	3923	3289	4846	6517	438	5836	8480	8162	1374	7768	8767	3656	8333	4549	2855	7814	5327	4077	2250	6325	4145	3184	5174	2557	1986	8311	6740	2317	1364	3958	3816	6872	7671	3257	8891	1126	7850	3906	6952	260	7319	1260	7376	2447	8653	5109	1294	213	4634	5177	3785	5122	2975	6997	1055	561	4234	4820	3642	2074	5046	8397	5292	8833	3382	1871	
5013	9597	5508	9509	1162	3505	924	1525	1385	7507	1203	6217	2890	379	5249	5162	7406	6730	985	8899	4650	3925	768	7573	3677	3417	2284	2707	1030	6467	5339	6442	9122	1493	1890	7358	4276	3826	8143	1978	2785	4721	705	8636	1604	7746	1617	4027	7972	6296	5244	8462	4815	8791	7283	8995	7558	8403	2309	1571	4277	8623	7127	5492	2968	1489	1511	4112	7732	615	3876	5795	3068	4881	1025	8253	6597	1616	2042	1785	898	7892	9292	2071	2183	5564	7743	6135	6660	1439	4531	5671	7815	2295	3808	2044	3644	9354	
1627	173	7265	4903	2176	5778	6670	3109	6757	1862	904	1096	3166	6399	2815	5212	3883	5641	8254	5173	9438	5235	6794	6835	7163	3212	735	5	125	1429	2325	5190	4555	287	483	4991	9572	6475	8900	7853	2227	4307	5176	4618	4071	3791	2235	122	4802	6499	7090	15	4378	5316	3606	3848	7180	3697	3486	3282	2787	8724	6321	7455	9443	8037	1433	4594	9215	138	4177	5757	6788	5395	3351	448	1850	5279	861	8440	1344	8734	1120	9107	1586	4132	4578	8349	9266	4515	7145	9589	7565	6957	6942	7693	6003	9255	
1829	841	8035	9527	6488	6632	7324	9376	2758	8704	5576	8945	7456	7204	7873	4733	957	107	2373	6112	6535	3845	2130	7041	2121	7576	3266	5171	1655	5688	3977	4623	4729	5033	11	4938	4209	4484	4404	2578	3395	807	4424	3478	2865	8866	979	6461	880	1911	9341	6103	1704	5588	5267	8137	2484	3010	5057	4707	2186	7305	2046	139	9136	2146	2361	1287	1924	7639	8067	9189	7844	930	7941	8221	821	6	181	5359	5740	2410	901	311	9131	4168	3248	6248	3271	4645	3222	391	6988	1958	4498	3838	9479	7949	
1920	2508	4283	4970	385	5119	105	3579	3472	2169	3347	3684	9100	6006	5055	4406	1583	3759	5865	3538	5418	6078	7689	3681	7272	8456	7010	2010	8630	3301	2444	6387	56	4225	4799	7556	18	8542	6791	3330	5405	349	9407	7915	7431	412	7532	6334	6954	3902	7434	6293	5615	3336	2497	7136	3727	2810	1436	4094	4453	9320	1977	3317	4520	2302	7017	754	4186	2167	487	9570	616	2441	4349	4356	1952	156	7286	2778	5070	2133	3015	6808	6029	1000	6792	2669	1056	5346	3893	4894	5984	7452	3082	8007	948	1157	
5087	738	180	7782	5064	9549	775	3639	1472	5766	2993	3633	8832	3692	721	8120	4383	5629	7809	5393	2825	6183	8934	9389	3013	1282	211	8772	1699	5227	1545	2822	1087	9130	2232	1591	1927	5449	8741	3012	5900	4033	6345	4309	2696	1285	3490	873	3532	7980	9346	6697	5876	8543	9576	235	469	8511	3379	2088	1048	5892	2832	8276	8760	6079	4912	395	4032	5731	1462	867	217	746	2824	239	7887	7025	4703	3373	8491	4839	190	7996	1131	9209	1406	2047	7001	2652	7852	7042	3391	8969	6160	7654	1245	370	
8405	2461	493	2045	2587	8371	7432	3774	1719	1969	5935	2019	5957	360	5887	3276	3911	262	3459	9397	8923	3912	1454	1298	5560	2443	1905	2007	896	1082	8531	2470	1668	2344	8194	4204	815	3819	4770	3796	5781	3822	4447	670	5047	9559	692	7810	5558	284	9089	2205	2475	8062	4321	3179	5326	3256	3844	4324	1996	4651	3687	7108	9244	2694	9532	1358	6176	1021	777	3398	1397	8756	9518	8123	6232	7284	4229	2873	1390	2654	7909	6235	4704	6150	9406	1040	3570	1015	7752	2634	1249	3982	8747	2153	141	7092	
2	1546	3810	5517	248	2150	9056	1706	4675	4609	5570	8975	4532	2841	3815	1708	7347	5881	1108	8809	1749	3115	7099	635	9125	2940	685	1505	6491	745	285	3475	7575	365	1982	7273	8907	7834	5848	6900	940	2002	7057	6729	152	9127	8869	4827	7607	7630	3076	6720	3799	999	4724	6917	707	5685	2366	2455	201	5640	6869	8443	7414	9010	917	718	8238	434	1335	2837	6084	159	9316	2864	7678	7908	6735	3048	4668	3488	4463	6793	966	8483	354	5479	8261	7345	3230	5396	2218	2814	556	2760	9288	2272	
1580	1031	7952	6777	3099	4063	5470	9402	4373	1039	6653	8342	1669	4971	7976	3989	3476	8029	664	1098	6053	2255	4210	6076	9194	2445	2069	5772	6077	5676	3014	9333	2520	8442	4266	1324	2323	5991	1350	2024	8099	7979	931	6241	1290	660	3409	3368	5859	7451	7854	592	7241	1491	267	3507	2328	3345	755	5838	7074	7708	4937	8783	6594	8854	253	5693	8357	2769	9382	108	1671	6347	8645	308	4569	7913	3601	739	2412	7102	7534	5334	7133	9398	9582	6134	1238	3583	7385	672	9287	7292	1711	2028	4120	837	
997	3654	3198	5572	5806	9445	6157	7550	3700	8360	6286	4235	5662	3620	1553	6815	347	8753	1502	1381	4443	1042	9289	5422	706	8009	7883	5289	9554	7866	3942	9071	2579	1515	7518	2748	7869	5329	7443	8274	4039	6726	2438	1304	1761	3543	6787	4964	1685	5541	521	5347	8330	6351	8474	1786	6473	9048	8801	6030	977	394	8015	4825	2315	3894	7419	7016	90	426	9044	539	4226	3261	1557	653	6782	7095	4624	3657	352	8492	8570	7769	7054	697	8393	3963	4992	6429	4550	8257	5147	7069	3299	5137	6099	802	
1780	1946	6324	7426	2751	3648	5618	878	6604	5203	3300	1455	5871	1732	543	4776	6410	7511	7137	7779	976	6649	3448	1730	2618	8277	8110	2549	8784	6411	1209	6631	5969	4525	6886	5202	2388	3809	1735	2062	3552	3443	5358	9368	1897	5491	4524	2446	9393	9534	4585	2038	2105	5677	1264	6313	3186	7071	989	8665	8796	3243	1224	2177	1851	2064	537	3244	6573	1118	3811	1852	5466	7215	4997	3140	8915	5340	4288	7760	1345	8712	3197	3086	3309	2570	3285	3922	3376	6117	2974	7895	2456	1694	6621	4340	1534	8690	
7129	708	6304	4760	7191	6102	7963	3551	1496	2451	4628	3322	8285	2782	4206	215	6171	5373	8911	7966	3526	4019	4898	2321	5784	796	7320	8859	8529	1847	169	1229	4798	8494	4407	2805	104	7036	6302	8651	6377	9144	7052	4426	6901	3120	133	1409	3649	7920	9410	6605	3512	584	3356	678	1497	8627	9366	1326	6407	2016	7793	6305	8024	8939	667	4165	8754	1199	7674	7009	1460	8395	7608	499	2840	5525	3145	1874	1615	4207	5094	2262	5448	3307	1803	5807	91	4864	6662	8553	5181	388	1234	5048	3979	8140	
1629	2750	9091	6448	7049	7749	5967	7796	1007	4160	960	6946	3591	9168	9258	8773	6227	4327	8131	5163	3254	8865	2404	1143	8316	6559	1461	1677	1791	3312	1667	2639	894	7219	9225	4041	8881	2716	6092	5374	9335	1559	3948	4620	4176	7843	4157	9414	2305	609	6007	3626	6938	4756	6343	2067	4579	232	1170	6010	7077	6087	3694	4438	4441	7359	3284	1932	9573	5577	5505	5445	3414	3148	4654	3094	805	6359	5982	9264	6284	3717	3509	5022	1810	384	7039	299	8970	8394	3242	2952	8701	2405	553	3842	3348	3041	
3943	2909	7270	4761	6210	1073	7918	895	8547	3240	8218	74	2189	4270	3031	2619	7484	7753	6974	7713	1128	9229	8961	6926	2137	8661	1876	1393	9400	2655	76	3159	3732	9238	9273	8560	7000	4867	3252	7954	5547	2166	4941	6709	5808	1001	8612	315	1090	1985	3418	472	502	2796	8445	8054	2712	704	8091	5318	886	852	4314	1865	9391	9358	5937	980	1653	9535	6405	403	3724	3445	3110	650	3593	5105	1609	7562	5720	7830	511	3238	5798	3909	9321	6270	2376	6184	5089	3650	2417	2971	3605	1458	7589	6629	
462	3594	3539	223	1727	7006	1834	8761	674	189	4788	5538	6392	1794	1607	7957	2005	824	5457	1379	4522	949	3575	5679	4472	9486	9041	218	2936	3008	2034	6753	2390	5521	8831	2923	5586	7917	3884	1967	7912	1105	5023	8714	8890	9025	1618	3425	682	344	972	7871	58	2739	465	155	453	337	8523	7328	4335	846	4545	4746	2765	6683	5626	4647	6855	6218	2200	4711	7938	8709	5584	9592	288	3380	4998	4351	7632	2138	8876	5175	549	7107	4456	2033	5633	2510	9019	8988	3101	8758	2942	3664	7847	6047	
0	8291	6812	7027	4197	6885	5958	2293	5955	2500	9046	9482	2269	3106	6478	6552	9049	963	1872	7860	9051	7670	7725	8800	9152	2916	2087	1375	4274	9006	7360	4580	5015	776	1428	95	6918	1795	8905	1467	6462	750	3156	5949	6542	9388	9381	9254	297	4243	2543	2949	8894	184	2050	9351	5116	5870	5041	3046	1097	7469	2551	691	5036	730	68	2951	3335	9026	8606	7756	5700	6020	8239	523	5451	5007	4600	5251	3170	7457	7936	8579	7187	6532	7153	2303	5822	9302	2389	5663	4807	6085	1682	1541	7875	8170	
